Date,Open,High,Low,Close,Volume,Adj Close,TR,ATR,DM+1,DM-1,TR14,DM+14,DM-14,DI+14,DI-14,DI 14 Diff,DI 14 sum,DX,ADX,12 day SMA,12 day constant,12 day EMA,9 day SMA,9 day constant,9 day EMA,26 day SMA,26 day constant,26 day EMA,20 day SMA,20 day constant,20 day EMA,MACD,MACD SIGNAL,MACD Diff,TP,TP SMA 20,mean deviation,CCI,20 SMA,ST dev,Upper BB,Lower BB,bandwidth,KC Upper,KC lower,KC width,BB<KC,CCI cross,CCI above,DI cross,DI above,MA cross,MA above,CCI 3 cross,DI 3 cross,MA 3 cross,price>kc,Buy,Buy 2,Buy 3,Buy 4,modified 4,Modified count,sell,sell 2,sell 3,PRICE IN,Price in 2,Price in 3,Price in 4,PRICE OUT,Price out 2,Price out 3,1&4,4,2 & 4,"1,3,4",Sums,strength,uptrend 5,Volume,volume +
11/20/1985,26.97,27.24,26.79,26.88,83200,3.72,0.45,0.618,0,0,8.422627996,2.533166465,0.773059834,30.07572537,9.178368489,20.89735688,39.25409386,53.23612094,35.91567053,26.41,0.153846154,26.45832502,26.72,0.2,26.64013586,25.62653846,0.074074074,25.94800647,25.747,0.095238095,26.10217361,0.510318548,0.35119759,0.159120958,26.97,25.73816667,0.863316667,95.12410149,25.747,0.981137605,27.70927521,23.78472479,3.92455042,27.33817361,24.86617361,2.472,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,26.88,,,0,0,0,0,0,,0,134554.9451,0
11/21/1985,26.88,27.78,26.88,27.69,236000,3.83,0.9,0.646,0.54,0,8.721011711,2.892226003,0.717841274,33.16388166,8.23116971,24.93271195,41.39505137,60.23114146,39.5554929,26.62666667,0.153846154,26.64781348,26.91,0.2,26.85010869,25.70230769,0.074074074,26.07704303,25.9175,0.095238095,26.25339517,0.570770449,0.395112162,0.175658287,27.45,25.88766667,0.885,117.6898933,25.9175,1.007332492,27.93216498,23.90283502,4.029329969,27.54539517,24.96139517,2.584,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,0,134583.5165,1
11/22/1985,27.51,27.87,27.42,27.6,48800,3.82,0.45,0.629,0.09,0,8.548082303,2.775638432,0.666566898,32.47089035,7.797853062,24.67303729,40.26874341,61.27093919,43.26958654,26.78333333,0.153846154,26.79430371,27.07,0.2,27.00008695,25.78846154,0.074074074,26.18985466,26.0565,0.095238095,26.38164325,0.604449055,0.43697954,0.167469515,27.63,26.03116667,0.915166667,116.4693741,26.0565,1.0376477,28.1317954,23.9812046,4.150590801,27.63964325,25.12364325,2.516,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,sell,,,,,,,27.42,,0,0,0,0,0,,0,134354.9451,0
11/25/1985,27.42,27.6,27.24,27.24,29600,3.77,0.36,0.594,0,0.18,8.297504996,2.577378544,0.798954976,31.06209089,9.628858034,21.43323286,40.69094893,52.67321954,46.36955734,26.9175,0.153846154,26.86287237,27.1,0.2,27.04806956,25.86076923,0.074074074,26.2676432,26.2,0.095238095,26.46339151,0.595229171,0.468629466,0.126599704,27.36,26.17766667,0.900333333,87.54782179,26.2,0.991937498,28.183875,24.216125,3.967749992,27.65139151,25.27539151,2.376,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,sell,0,,,,,,27.24,,,0,0,0,0,0,,0,134649.4505,0
11/26/1985,27.24,27.69,27.24,27.51,20400,3.81,0.45,0.54,0.09,0,8.154826067,2.483280076,0.741886764,30.45166207,9.097517932,21.35414414,39.54918,53.99389858,48.82618252,27.045,0.153846154,26.96243047,27.19,0.2,27.14045565,25.94692308,0.074074074,26.35966963,26.3435,0.095238095,26.56306851,0.602760838,0.495455741,0.107305097,27.48,26.32416667,0.869416667,88.62902968,26.3435,0.963053867,28.26960773,24.41739227,3.852215466,27.64306851,25.48306851,2.16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,27.6,,,0,0,0,0,0,,0,135447.2527,0
11/27/1985,27.6,28.4,27.6,28.13,92800,3.89,0.89,0.584,0.71,0,8.462338491,3.015902928,0.688894852,35.63911951,8.14071492,27.49840459,43.77983443,62.81066374,51.30102444,27.20916667,0.153846154,27.14205655,27.36888889,0.2,27.33836452,26.07769231,0.074074074,26.49080521,26.509,0.095238095,26.71230008,0.651251337,0.52661486,0.124636477,28.04333333,26.48083333,0.853333333,122.0703125,26.509,0.971395388,28.45179078,24.56620922,3.885581552,27.88030008,25.54430008,2.336,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,0,135523.0769,0
11/29/1985,28.31,28.76,28.22,28.31,95200,3.92,0.63,0.611,0.36,0,8.487885742,3.16048129,0.639688077,37.23520069,7.536483129,29.69871756,44.77168382,66.33370699,53.88052842,27.32083333,0.153846154,27.32174016,27.51777778,0.2,27.53269161,26.20846154,0.074074074,26.62556038,26.6925,0.095238095,26.86446198,0.696179775,0.560527843,0.135651932,28.43,26.65833333,0.819333333,144.1551397,26.6925,0.947342995,28.58718599,24.79781401,3.78937198,28.08646198,25.64246198,2.444,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,0,135659.3407,0
12/2/1985,28.4,28.49,27.96,27.96,70800,3.87,0.53,0.61,0,0.26,8.411608189,2.934732627,0.853996071,34.88907901,10.15258976,24.73648925,45.04166876,54.91912251,55.35506274,27.42583333,0.153846154,27.41993398,27.58777778,0.2,27.61815329,26.35,0.074074074,26.72440776,26.8225,0.095238095,26.96879893,0.695526218,0.587527518,0.1079987,28.13666667,26.80766667,0.785566667,112.7848262,26.8225,0.93386763,28.69023526,24.95476474,3.735470519,28.18879893,25.74879893,2.44,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,sell,,,,,,,28.31,,0,0,0,0,0,,0,135643.956,0
12/3/1985,28.31,28.31,28.04,28.22,57600,3.91,0.35,0.555,0,0,8.160779033,2.725108868,0.792996352,33.39275401,9.717164855,23.67558916,43.10991887,54.91912251,55.79802415,27.5675,0.153846154,27.54302106,27.72666667,0.2,27.73852263,26.48076923,0.074074074,26.83519237,26.979,0.095238095,27.08796094,0.707828688,0.611587752,0.096240936,28.19,26.96266667,0.752066667,108.7965015,26.979,0.891733705,28.76246741,25.19553259,3.566934819,28.19796094,25.97796094,2.22,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,0,135527.4725,0
12/4/1985,28.04,29.03,28.04,29.03,67600,4.02,0.99,0.6,0.72,0,8.567866244,3.250458234,0.736353755,37.93777986,8.594365674,29.34341418,46.53214553,63.06052267,56.82251414,27.73916667,0.153846154,27.77178705,27.96555556,0.2,27.99681811,26.66,0.074074074,26.99777072,27.176,0.095238095,27.27291704,0.774016336,0.644073469,0.129942867,28.7,27.14316667,0.737833333,140.6671184,27.176,0.887859223,28.95171845,25.40028155,3.551436892,28.47291704,26.07291704,2.4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,1,135567.033,0
12/5/1985,28.85,29.03,28.49,28.49,86400,3.94,0.54,0.609,0,0,8.495875798,3.018282646,0.683757059,35.52644504,8.048105632,27.47833941,43.57455067,63.06052267,57.84700414,27.83583333,0.153846154,27.88228135,28.05444444,0.2,28.09545449,26.80807692,0.074074074,27.10830622,27.3145,0.095238095,27.3888297,0.773975133,0.670053801,0.103921331,28.67,27.30416667,0.713416667,127.6330647,27.3145,0.865704771,29.04590954,25.58309046,3.462819083,28.6068297,26.1708297,2.436,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,sell,,,,,,,28.49,,0,0,0,0,0,,0,135532.967,0
12/6/1985,28.49,28.49,27.96,28.13,101600,3.89,0.53,0.572,0,0.53,8.419027527,2.802691029,1.164917269,33.28996157,13.83672004,19.45324154,47.12668161,41.27861515,57.31564359,27.9325,0.153846154,27.92039191,28.11333333,0.2,28.10236359,26.93538462,0.074074074,27.18398724,27.4395,0.095238095,27.45941735,0.736404673,0.683323976,0.053080698,28.19333333,27.428,0.664333333,76.80214083,27.4395,0.790692576,29.02088515,25.85811485,3.162770305,28.60341735,26.31541735,2.288,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,27.96,,,0,0,0,0,0,,0,135469.2308,0
12/9/1985,27.96,28.49,27.69,28.49,51600,3.94,0.8,0.607,0,0.27,8.617668418,2.602498812,1.351708892,30.19957007,15.68532028,14.51424978,45.88489035,31.631872,55.18968492,28.06666667,0.153846154,28.00802393,28.25222222,0.2,28.17989087,27.08346154,0.074074074,27.28072892,27.565,0.095238095,27.55756808,0.727295001,0.692118181,0.03517682,28.22333333,27.5445,0.631616667,71.65035051,27.565,0.747070947,29.05914189,26.07085811,2.988283788,28.77156808,26.34356808,2.428,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,28.49,,28.49,0,0,0,0,0,,0,135385.7143,0
12/10/1985,28.49,28.58,28.31,28.4,85600,3.93,0.27,0.598,0.09,0,8.272120674,2.50660604,1.255158257,30.30185534,15.17335526,15.12850008,45.4752106,33.26757563,53.76336026,28.12583333,0.153846154,28.06832794,28.35111111,0.2,28.2239127,27.20038462,0.074074074,27.36363789,27.677,0.095238095,27.63779969,0.704690044,0.694632553,0.01005749,28.43,27.66383333,0.604216667,84.53553269,27.677,0.69406844,29.06513688,26.28886312,2.776273762,28.83379969,26.44179969,2.392,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,28.22,,,0,0,0,0,0,,0,135376.9231,0
12/11/1985,28.22,28.49,27.6,28.04,282400,3.88,0.89,0.642,0,0.71,8.571254911,2.327562751,1.875504096,27.15544894,21.88132444,5.274124501,49.03677339,10.75544767,50.72902645,28.1625,0.153846154,28.06396979,28.34111111,0.2,28.18713016,27.31384615,0.074074074,27.41373879,27.7305,0.095238095,27.67610448,0.650231003,0.685752243,-0.03552124,28.04333333,27.725,0.581,36.52706062,27.7305,0.67857553,29.08765106,26.37334894,2.71430212,28.96010448,26.39210448,2.568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.96,,27.96,0,0,0,0,0,,0,136110.989,1
12/12/1985,27.96,28.04,27.6,27.87,314400,3.86,0.44,0.597,0,0,8.399022418,2.161308269,1.741539518,25.73285511,20.73502642,4.997828682,46.46788153,10.75544767,47.19504832,28.215,0.153846154,28.03412829,28.29222222,0.2,28.12370413,27.42076923,0.074074074,27.44753592,27.789,0.095238095,27.69457072,0.58659237,0.665920269,-0.079327899,27.83666667,27.78183333,0.52965,6.901832447,27.789,0.63633246,29.06166492,26.51633508,2.545329841,28.88857072,26.50057072,2.388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,27.96,,,0,0,0,0,0,,0,135510.989,1
12/13/1985,27.96,28.13,27.69,27.78,114400,3.84,0.44,0.578,0.09,0,8.239092245,2.096929107,1.617143838,25.45097257,19.62769429,5.823278279,45.07866685,12.9180357,43.7412695,28.2375,0.153846154,27.99503163,28.27222222,0.2,28.0549633,27.5,0.074074074,27.47216289,27.852,0.095238095,27.70270684,0.522868741,0.637309963,-0.114441222,27.86666667,27.84316667,0.465183333,3.367847802,27.852,0.566070667,28.98414133,26.71985867,2.264282668,28.85870684,26.54670684,2.312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.69,,27.69,0,0,0,0,0,,0,134906.5934,0
12/16/1985,27.69,27.96,27.51,27.69,152400,3.83,0.45,0.57,0,0.18,8.100585656,1.947148457,1.681633564,24.03713187,20.75940722,3.277724649,44.79653909,7.316914912,40.50153346,28.20083333,0.153846154,27.94810368,28.21333333,0.2,27.98197064,27.57923077,0.074074074,27.48829897,27.888,0.095238095,27.70149667,0.459804716,0.601808914,-0.142004198,27.72,27.88966667,0.416333333,-27.16840139,27.888,0.530618507,28.94923701,26.82676299,2.122474028,28.84149667,26.56149667,2.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.87,,27.87,0,0,0,0,0,,0,134790.1099,1
12/17/1985,27.87,27.96,27.51,27.96,133200,3.87,0.45,0.58,0,0,7.971972395,1.808066424,1.561516881,22.68028957,19.58758515,3.092704428,42.26787472,7.316914912,37.1674632,28.17166667,0.153846154,27.94993389,28.09444444,0.2,27.97757651,27.65538462,0.074074074,27.52323979,27.9195,0.095238095,27.72611603,0.426694101,0.566785951,-0.14009185,27.81,27.91066667,0.395333333,-16.97582912,27.9195,0.515028883,28.94955777,26.88944223,2.060115531,28.88611603,26.56611603,2.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.69,,27.69,0,0,0,0,0,,0,134553.8462,0
12/18/1985,27.69,27.87,27.24,27.42,265600,3.79,0.72,0.553,0,0.27,8.122545795,1.678918822,1.719979961,20.66985973,21.17538028,0.505520553,41.84524001,1.20807182,32.76727806,28.12666667,0.153846154,27.8684056,27.97555556,0.2,27.86606121,27.70384615,0.074074074,27.51559239,27.942,0.095238095,27.69696212,0.352813202,0.523991401,-0.171178199,27.51,27.93466667,0.371333333,-76.24177139,27.942,0.481815317,28.90563063,26.97836937,1.927261269,28.80296212,26.59096212,2.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,27.24,,,0,0,0,0,0,,0,134510.989,1
12/19/1985,27.24,27.42,26.88,27.15,48000,3.76,0.54,0.553,0,0.36,8.082363953,1.558996049,1.957124249,19.28886225,24.2147503,4.925888048,43.50361254,11.32294023,28.83793758,28.0375,0.153846154,27.75788166,27.86666667,0.2,27.72284897,27.71076923,0.074074074,27.48851148,27.9555,0.095238095,27.64487049,0.269370183,0.473067158,-0.203696975,27.15,27.94366667,0.362333333,-146.0288255,27.9555,0.454900813,28.86530163,27.04569837,1.819603253,28.75087049,26.53887049,2.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.24,,27.24,0,0,0,0,0,,0,133981.3187,0
12/20/1985,27.24,28.22,26.61,27.24,129600,3.77,1.61,0.661,0.8,0,9.115052242,2.247639189,1.81732966,24.65854423,19.93767684,4.720867387,44.59622107,10.58580138,25.67127178,27.88833333,0.153846154,27.67820756,27.72777778,0.2,27.62627917,27.73153846,0.074074074,27.47010322,27.933,0.095238095,27.6063114,0.208104339,0.420074594,-0.211970255,27.35666667,27.939,0.367,-105.7826219,27.933,0.478017782,28.88903556,26.97696444,1.912071128,28.9283114,26.2843114,2.644,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.24,,27.24,0,0,0,0,0,,0,134113.1868,0
12/23/1985,27.24,27.24,26.97,27.24,81200,3.77,0.27,0.608,0,0,8.733977082,2.087093532,1.687520398,23.89625611,19.32132845,4.574927665,43.21758456,10.58580138,22.50460599,27.78416667,0.153846154,27.61079101,27.59888889,0.2,27.54902334,27.75923077,0.074074074,27.45305854,27.915,0.095238095,27.5714246,0.157732474,0.36760617,-0.209873696,27.15,27.915,0.391,-130.4347826,27.915,0.496633668,28.90826734,26.92173266,1.986534671,28.7874246,26.3554246,2.432,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,sell,0,,,,,,26.88,,,0,0,0,0,0,,0,134031.8681,0
12/24/1985,26.88,26.88,26.7,26.79,36000,3.71,0.54,0.635,0,0.27,8.650121576,1.938015423,1.836983227,22.40448768,21.23650183,1.167985845,43.64098951,2.67635051,18.19145083,27.6725,0.153846154,27.48451547,27.46,0.2,27.39721867,27.75230769,0.074074074,27.40394309,27.8925,0.095238095,27.49700321,0.080572381,0.310199412,-0.229627031,26.79,27.8865,0.4195,-174.2550656,27.8925,0.535386543,28.96327309,26.82172691,2.14154617,28.76700321,26.22700321,2.54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.79,,26.79,0,0,0,0,0,,0,134041.7582,0
12/26/1985,26.79,27.42,26.79,27.15,31200,3.76,0.63,0.609,0.54,0,8.662255749,2.33958575,1.705770139,27.00896646,19.69198542,7.316981033,46.70095188,15.66773425,14.80625166,27.56083333,0.153846154,27.43305155,27.38,0.2,27.34777494,27.74538462,0.074074074,27.38513249,27.8745,0.095238095,27.46395528,0.047919062,0.257743342,-0.20982428,27.12,27.8685,0.4375,-114.0571429,27.8745,0.553682897,28.98186579,26.76713421,2.214731586,28.68195528,26.24595528,2.436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,27.15,,,0,0,0,0,0,,0,134192.3077,0
12/27/1985,27.15,27.15,26.79,26.88,55200,3.72,0.36,0.601,0,0,8.403523196,2.172472482,1.583929415,25.85192462,18.84839702,7.003527603,44.70032164,15.66773425,12.97690302,27.43416667,0.153846154,27.3479667,27.28,0.2,27.25421995,27.74192308,0.074074074,27.34771527,27.812,0.095238095,27.4083405,0.000251429,0.20624496,-0.20599353,26.94,27.81333333,0.477333333,-121.9739292,27.812,0.590631865,28.99326373,26.63073627,2.36252746,28.6103405,26.2063405,2.404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,26.79,,,0,0,0,0,0,,0,134223.0769,0
12/30/1985,26.79,27.06,26.52,26.97,41600,3.73,0.54,0.611,0,0.27,8.343271539,2.017295876,1.7407916,24.17871535,20.86461638,3.31409897,45.04333172,7.357579565,11.24302499,27.345,0.153846154,27.28981797,27.2,0.2,27.19737596,27.74538462,0.074074074,27.31973636,27.745,0.095238095,27.36659378,-0.029918384,0.159012291,-0.188930675,26.85,27.73433333,0.502233333,-117.3867835,27.745,0.606139423,28.95727885,26.53272115,2.424557692,28.58859378,26.14459378,2.444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.06,,27.06,0,0,0,0,0,,0,134293.4066,0
12/31/1985,27.06,27.51,26.88,27.51,60800,3.81,0.63,0.629,0.45,0,8.377323572,2.323203313,1.616449343,27.73204704,19.29553429,8.436512744,47.02758133,17.93949955,10.14816242,27.315,0.153846154,27.32369213,27.15,0.2,27.25990077,27.73846154,0.074074074,27.33382996,27.7225,0.095238095,27.38025152,-0.01013783,0.125182267,-0.135320096,27.3,27.6925,0.506583333,-51.65323244,27.7225,0.606093021,28.93468604,26.51031396,2.424372084,28.63825152,26.12225152,2.516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.33,,27.33,0,0,0,0,0,,0,134357.1429,0
1/2/1986,27.33,27.51,27.33,27.42,48800,3.79,0.18,0.602,0,0,7.958943317,2.15726022,1.500988675,27.10485719,18.85914519,8.245712001,45.96400237,17.93949955,10.66130898,27.285,0.153846154,27.33850873,27.15,0.2,27.29192061,27.73153846,0.074074074,27.34021293,27.6825,0.095238095,27.38403709,-0.001704201,0.099804973,-0.101509174,27.42,27.654,0.495333333,-31.49394347,27.6825,0.598288183,28.87907637,26.48592363,2.393152732,28.58803709,26.18003709,2.408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,27.42,,,0,0,0,0,0,,0,135029.6703,0
1/3/1986,27.42,27.42,26.88,27.24,77200,3.77,0.54,0.584,0,0.45,7.930447365,2.003170204,1.843775199,25.25923333,23.24932143,2.0099119,48.50855475,4.143417405,10.1890211,27.2475,0.153846154,27.32335354,27.16,0.2,27.28153649,27.73153846,0.074074074,27.33278975,27.593,0.095238095,27.37031927,-0.00943621,0.077956737,-0.087392946,27.18,27.578,0.459133333,-57.7900392,27.593,0.518595218,28.63019044,26.55580956,2.074380871,28.53831927,26.20231927,2.336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,27.15,,27.15,0,0,0,0,0,,0,134985.7143,0
1/6/1986,27.15,27.24,26.7,26.79,33600,3.71,0.54,0.584,0,0.18,7.903986839,1.860086618,1.89207697,23.53352372,23.93826063,0.404736911,47.47178436,0.852584154,9.327203135,27.15,0.153846154,27.24129915,27.11,0.2,27.18322919,27.70384615,0.074074074,27.2925831,27.508,0.095238095,27.31505077,-0.051283952,0.052108599,-0.103392551,26.91,27.49,0.422333333,-91.55485399,27.508,0.503712219,28.51542444,26.50057556,2.014848878,28.48305077,26.14705077,2.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.88,,26.88,0,0,0,0,0,,0,135017.5824,0
1/7/1986,26.88,27.87,26.88,27.78,46000,3.84,1.08,0.531,0.63,0,8.419416351,2.357223288,1.756928615,27.99746669,20.86758205,7.129884638,48.86504874,14.59097007,9.846778504,27.18,0.153846154,27.3241762,27.17,0.2,27.30258335,27.69038462,0.074074074,27.32868806,27.4905,0.095238095,27.35933165,-0.004511853,0.040784508,-0.045296362,27.51,27.45583333,0.38475,9.385603928,27.4905,0.487621523,28.46574305,26.51525695,1.950486093,28.42133165,26.29733165,2.124,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,sell,0,,,,,,27.96,,,0,0,0,0,0,,0,135215.3846,0
1/8/1986,27.96,28.04,26.43,26.52,139200,3.67,1.61,0.665,0,0.45,9.428029469,2.188850196,2.081433714,23.21641233,22.07708112,1.139331208,45.29349345,2.515441229,9.503816098,27.1275,0.153846154,27.20045679,27.14,0.2,27.14606668,27.62153846,0.074074074,27.26878524,27.392,0.095238095,27.2793953,-0.06832845,0.018961917,-0.087290367,26.99666667,27.3945,0.359616667,-73.75137106,27.392,0.474569278,28.34113856,26.44286144,1.898277114,28.6093953,25.9493953,2.66,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.34,,26.34,0,0,0,0,0,,0,135464.8352,1
1/9/1986,26.34,26.7,25.8,26.25,81200,3.63,0.9,0.701,0,0.63,9.654598792,2.032503754,2.562759877,21.05218246,26.54444718,5.492264725,47.59662964,11.53918831,10.24175299,27.045,0.153846154,27.05423267,27.04,0.2,26.96685335,27.55576923,0.074074074,27.19331966,27.2845,0.095238095,27.18135765,-0.139086998,-0.012647866,-0.126439132,26.25,27.2855,0.351833333,-196.2103269,27.2845,0.477561253,28.23962251,26.32937749,1.91024501,28.58335765,25.77935765,2.804,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.07,,26.07,0,0,0,0,0,,0,135326.3736,0
1/10/1986,26.07,26.61,25.89,26.07,66000,3.61,0.72,0.71,0,0,9.684984593,1.887324914,2.3797056,19.48712356,24.57108297,5.083959419,44.05820653,11.53918831,10.25719928,26.9475,0.153846154,26.90281226,26.95,0.2,26.78748268,27.47307692,0.074074074,27.1101108,27.186,0.095238095,27.07551407,-0.207298544,-0.051578002,-0.155720542,26.19,27.19283333,0.35945,-185.9940341,27.186,0.513394585,28.21278917,26.15921083,2.05357834,28.49551407,25.65551407,2.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.44,,26.44,0,0,0,0,0,,0,135238.4615,0
1/13/1986,26.44,26.62,25.9,26.44,97600,3.68,0.72,0.746,0.01,0,9.713199979,1.762515992,2.209726629,18.14557505,22.74972855,4.604153506,40.8953036,11.2583918,10.30524145,26.91833333,0.153846154,26.83161037,26.89111111,0.2,26.71798614,27.37346154,0.074074074,27.06047296,27.1145,0.095238095,27.01498892,-0.228862593,-0.08703492,-0.141827673,26.32,27.117,0.368933333,-144.0187929,27.1145,0.51273263,28.13996526,26.08903474,2.050930521,28.50698892,25.52298892,2.984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.26,,26.26,0,0,0,0,0,,0,135764.8352,0
1/14/1986,26.26,26.53,25.99,25.99,50000,3.61,0.54,0.746,0,0,9.559399981,1.636621992,2.051889013,17.12055145,21.46462139,4.344069934,38.58517284,11.2583918,10.35328363,26.82166667,0.153846154,26.70213185,26.72222222,0.2,26.57238891,27.27730769,0.074074074,26.98117867,27.025,0.095238095,26.91737092,-0.279046818,-0.1254373,-0.153609518,26.17,27.03216667,0.387283333,-148.4127326,27.025,0.544026654,28.11305331,25.93694669,2.176106615,28.40937092,25.42537092,2.984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,25.99,,25.99,0,0,0,0,0,,0,135791.2088,0
1/15/1986,25.99,26.35,25.99,26.26,76800,3.65,0.36,0.719,0,0,9.236585696,1.519720421,1.905325512,16.45327041,20.6280283,4.174757893,37.08129871,11.2583918,10.96628658,26.77,0.153846154,26.63411157,26.59333333,0.2,26.50991113,27.20538462,0.074074074,26.92775803,26.9535,0.095238095,26.85476417,-0.29364646,-0.159079132,-0.134567329,26.2,26.95616667,0.39855,-126.4862906,26.9535,0.545896281,28.04529256,25.86170744,2.183585125,28.29276417,25.41676417,2.876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,26.44,,,0,0,0,0,0,,0,135906.5934,0
1/16/1986,26.44,26.53,26.17,26.35,53600,3.66,0.36,0.737,0.18,0,8.936829575,1.591168963,1.769230832,17.80462466,19.79707476,1.992450098,37.60169942,5.298829916,10.22565055,26.71833333,0.153846154,26.59040209,26.49444444,0.2,26.4779289,27.12307692,0.074074074,26.88496114,26.873,0.095238095,26.80669139,-0.294559041,-0.186175114,-0.108383928,26.35,26.88316667,0.394533333,-90.09237355,26.873,0.509,27.891,25.855,2.036,28.28069139,25.33269139,2.948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.44,,26.44,0,0,0,0,0,,0,135882.4176,0
1/17/1986,26.44,26.53,25.99,25.99,54400,3.61,0.54,0.737,0,0.18,8.838484605,1.477514037,1.822857201,16.71682537,20.62409206,3.907266687,37.34091742,10.46376725,9.853938623,26.59166667,0.153846154,26.49803254,26.40555556,0.2,26.38034312,27.03038462,0.074074074,26.81866772,26.8015,0.095238095,26.72891126,-0.320635177,-0.213067126,-0.107568051,26.17,26.81616667,0.408933333,-105.3418107,26.8015,0.527250178,27.85600036,25.74699964,2.109000711,28.20291126,25.25491126,2.948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,25.9,,25.9,0,0,0,0,0,,0,135882.4176,0
1/20/1986,25.9,26.53,25.81,26.53,48800,3.69,0.72,0.755,0,0.18,8.927164276,1.37197732,1.872653116,15.36856808,20.97702089,5.60845281,36.34558898,15.43090363,10.43060463,26.5175,0.153846154,26.50295061,26.26666667,0.2,26.4102745,26.97230769,0.074074074,26.79728492,26.7705,0.095238095,26.70996733,-0.294334312,-0.229320563,-0.065013749,26.29,26.77316667,0.424533333,-75.87416248,26.7705,0.524065597,27.81863119,25.72236881,2.096262388,28.21996733,25.19996733,3.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,26.35,,26.35,0,0,0,0,0,,0,135876.9231,0
1/21/1986,26.35,26.44,25.99,26.17,63600,3.64,0.54,0.701,0,0,8.829509685,1.27397894,1.738892179,14.42864876,19.69409674,5.265447975,34.1227455,15.43090363,10.2514192,26.42833333,0.153846154,26.45172744,26.22777778,0.2,26.3622196,26.90692308,0.074074074,26.75081937,26.717,0.095238095,26.65854187,-0.299091933,-0.243274837,-0.055817096,26.2,26.71533333,0.4298,-79.93381935,26.717,0.528006629,27.77301326,25.66098674,2.112026515,28.06054187,25.25654187,2.804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,25.99,,,0,0,0,0,0,,0,135859.3407,0
