"state.index","resources.allocated","latency"
334,646.377890252172,73
334,648.966610880077,90
334,650.473875153115,52
334,649.249301355254,108
334,654.038936657687,88
335,0,0
335,0,0
335,0,0
335,0,0
335,0,0
335,0,0
336,0,0
336,0,0
336,0,0
336,0,0
336,0,0
336,0,0
336,0,0
336,0,0
336,0,0
337,0,0
337,0,0
337,0,0
337,0,0
337,0,0
337,0,0
337,0,0
337,0,0
337,0,0
337,0,0
338,0,0
338,0,0
338,0,0
338,0,0
338,0,0
338,0,0
339,0,0
339,0,0
339,0,0
339,0,0
339,0,0
339,0,0
339,0,0
340,0,0
340,0,0
340,0,0
340,0,0
340,0,0
340,0,0
340,0,0
340,0,0
341,0,0
341,0,0
341,0,0
341,0,0
341,0,0
341,0,0
341,0,0
341,0,0
341,0,0
341,0,0
341,0,0
342,0,0
342,0,0
342,0,0
342,0,0
342,0,0
342,0,0
342,0,0
342,0,0
342,0,0
343,643.527488650916,124
343,644.951207684447,265
343,643.909635593892,56
343,646.369766641311,28
343,643.897642556412,99
343,644.669734814098,23
343,645.765125391681,28
343,644.112473250502,117
343,643.481465930787,25
343,641.834729946393,33
344,0,0
344,0,0
344,0,0
344,0,0
344,0,0
344,0,0
345,0,0
345,0,0
345,0,0
345,0,0
345,0,0
345,0,0
345,0,0
345,0,0
346,0,0
346,0,0
346,0,0
346,0,0
346,0,0
346,0,0
347,0,0
347,0,0
347,0,0
347,0,0
347,0,0
347,0,0
347,0,0
348,636.367251561628,45
348,634.182953504664,54
348,634.974435755011,97
348,632.411287813186,29
348,636.482726676385,231
348,636.752678960323,62
348,634.448813872657,108
348,635.064413170447,39
349,0,0
349,0,0
349,0,0
349,0,0
349,0,0
349,0,0
349,0,0
349,0,0
349,0,0
349,0,0
350,0,0
350,0,0
350,0,0
350,0,0
351,0,0
351,0,0
351,0,0
351,0,0
351,0,0
351,0,0
351,0,0
351,0,0
351,0,0
352,633.270708921345,154
352,632.113660324501,34
352,632.644304622141,65
352,630.829167592707,226
352,630.040108972886,31
352,633.693491190708,35
353,0,0
353,0,0
353,0,0
354,0,0
354,0,0
354,0,0
355,624.161300753783,32
355,627.224057165838,898
355,624.434082441937,73
355,627.497569608422,34
355,625.212496990765,48
355,625.276479734433,83
355,624.872015007817,22
355,625.997028710695,229
355,626.178434129338,139
355,627.233622039168,46
355,626.20610389572,199
355,625.868074967404,119
356,0,0
356,0,0
356,0,0
356,0,0
356,0,0
356,0,0
356,0,0
356,0,0
356,0,0
357,0,0
357,0,0
357,0,0
357,0,0
357,0,0
357,0,0
358,0,0
358,0,0
358,0,0
358,0,0
358,0,0
358,0,0
358,0,0
359,0,0
359,0,0
359,0,0
359,0,0
359,0,0
359,0,0
359,0,0
360,0,0
360,0,0
360,0,0
360,0,0
361,616.558969258027,38
361,617.663574897985,49
361,616.362169640179,65
361,617.895593255114,309
361,617.736432895207,20
361,618.371161365165,797
361,615.656771746973,544
361,619.228617601121,47
361,617.866413366395,193
361,617.139242955918,68
361,618.457535790717,113
361,615.792130275088,140
362,0,0
362,0,0
362,0,0
362,0,0
363,0,0
363,0,0
363,0,0
363,0,0
363,0,0
363,0,0
364,0,0
364,0,0
364,0,0
364,0,0
364,0,0
365,0,0
365,0,0
365,0,0
365,0,0
365,0,0
365,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
